#symbol_id,symbol_value,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
SPY R735QTJ8XC9X,SPY,472.2100,473.6700,470.4900,472.6500,96336531,,,,,,,
SPY YEUAASDR7JZA|SPY R735QTJ8XC9X,SPY   240103C00402000,70.2350,71.9700,68.2050,70.6750,1,6,0.0000001,1,0,0,0,0
SPY YEV9QVQXAB52|SPY R735QTJ8XC9X,SPY   240104C00402000,70.4300,72.2050,68.4050,70.9600,0,1,1.0444474,0.9987106,0.0001826,0.0011904,-0.0503821,-0.0004696
SPY YEUAASDX5W12|SPY R735QTJ8XC9X,SPY   240103C00403000,69.2350,70.9750,67.2100,69.6850,0,,0.0000001,1,0,0,0,0
SPY YEV9QVR38N6U|SPY R735QTJ8XC9X,SPY   240104C00403000,69.4300,71.2100,67.4050,69.9200,0,,1.0296539,0.9986927,0.0001877,0.0011951,-0.0546676,-0.0004655
SPY YEUAASE3482U|SPY R735QTJ8XC9X,SPY   240103C00404000,68.2350,69.9250,66.2100,68.6950,0,5,0.0000001,1,0,0,0,0
SPY YEV9QVR96Z8M|SPY R735QTJ8XC9X,SPY   240104C00404000,68.4300,70.1750,66.4100,68.9200,0,,1.0150155,0.9986728,0.0001932,0.0011999,-0.0575827,-0.0004614
SPY YEUAASE92K4M|SPY R735QTJ8XC9X,SPY   240103C00405000,67.2350,68.9700,65.2200,67.6950,0,6,0.0000001,1,0,0,0,0
SPY YEV9QVRF5BAE|SPY R735QTJ8XC9X,SPY   240104C00405000,67.4400,69.2100,65.4100,67.8950,0,,1.0001185,0.9986563,0.0001984,0.0012042,-0.0569533,-0.0004559
SPY YEUAASEF0W6E|SPY R735QTJ8XC9X,SPY   240103C00406000,66.2350,67.9800,64.2200,66.6900,0,4,0.0000001,1,0,0,0,0
SPY YEV9QVRL3NC6|SPY R735QTJ8XC9X,SPY   240104C00406000,66.4400,68.2150,64.4100,66.9300,0,,0.9852584,0.9986394,0.0002038,0.0012083,-0.0563180,-0.0004550
SPY YEUAASEKZ886|SPY R735QTJ8XC9X,SPY   240103C00407000,65.2350,66.9750,63.2150,65.6800,0,8,0.0000001,1,0,0,0,0
SPY YEV9QVRR1ZDY|SPY R735QTJ8XC9X,SPY   240104C00407000,65.4400,67.2100,63.5150,65.9250,0,,0.9704350,0.9986219,0.0002095,0.0012122,-0.0556880,-0.0004510
SPY YEUAASEQXK9Y|SPY R735QTJ8XC9X,SPY   240103C00408000,64.2400,65.8150,62.2150,64.6900,0,,0.0000001,1,0,0,0,0
SPY YEV9QVRX0BFQ|SPY R735QTJ8XC9X,SPY   240104C00408000,64.4400,66.2100,62.4100,64.9500,0,1,0.9556481,0.9986041,0.0002154,0.0012163,-0.0550450,-0.0004467
SPY YEUAASEWVWBQ|SPY R735QTJ8XC9X,SPY   240103C00409000,63.2400,64.9700,61.2150,63.6950,0,,0.0000001,1,0,0,0,0
SPY YEV9QVS2YNHI|SPY R735QTJ8XC9X,SPY   240104C00409000,63.4400,65.2150,61.4100,63.9600,0,,0.9408974,0.9985857,0.0002215,0.0012205,-0.0543964,-0.0004403
SPY YEUAAQQ1YVBA|SPY R735QTJ8XC9X,SPY   240103C00410000,62.2400,63.9750,60.2150,62.6900,1,2,0.0000001,1,0,0,0,0
SPY YEV9QU381MH2|SPY R735QTJ8XC9X,SPY   240104C00410000,62.4400,64.2100,60.4150,62.9650,0,,0.9261830,0.9985668,0.0002279,0.0012248,-0.0537200,-0.0004386
