#symbol_id,symbol_value,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
SPY R735QTJ8XC9X,SPY,467.4400,470.4400,466.4300,467.9200,74304611,,,,,,,
SPY YH5ZAQHFMCPY|SPY R735QTJ8XC9X,SPY   240328C00404000,69.0350,72.4550,67.4800,69.3250,0,108,0.2033026,0.9414430,0.0028436,0.2523082,-0.0274981,-0.0470943
SPY YJOKFC4YNRHI|SPY R735QTJ8XC9X,SPY   240628C00404000,75.4850,78.6800,74.2850,75.3250,40,136,0.1896656,0.8763471,0.0034973,0.6400785,-0.0307813,-0.1120247
SPY YM94G4ITUOKM|SPY R735QTJ8XC9X,SPY   240930C00404000,81.6150,84.3700,80.1550,81.7550,0,4,0.1845833,0.8332365,0.0035214,0.9163969,-0.0273540,-0.1833526
SPY YEZ7J983GBXI|SPY R735QTJ8XC9X,SPY   240108C00405000,62.4200,65.6200,61.3050,63.1200,4,,0.6647743,0.9987164,0.0002343,0.0015368,-0.0229803,-0.0006487
SPY YF06ZCL9J33A|SPY R735QTJ8XC9X,SPY   240109C00405000,62.4800,65.7300,61.3700,63.0350,0,,0.5427059,0.9988816,0.0002437,0.0016609,-0.0126945,-0.0007335
SPY YEZ7J989ENZA|SPY R735QTJ8XC9X,SPY   240108C00406000,61.4250,64.6650,60.3050,62.1250,0,,0.6542663,0.9986965,0.0002410,0.0015457,-0.0227714,-0.0006381
SPY YJOKFC5AKFL2|SPY R735QTJ8XC9X,SPY   240628C00406000,73.6800,76.8550,72.5050,74.1600,0,107,0.1872376,0.8711568,0.0036292,0.6461438,-0.0307593,-0.1106796
SPY YEZ7J98FD012|SPY R735QTJ8XC9X,SPY   240108C00407000,60.2750,63.6600,59.3000,61.2200,1,2,0.6437842,0.9986761,0.0002480,0.0015545,-0.0225352,-0.0006382
SPY YF06ZCLLFR6U|SPY R735QTJ8XC9X,SPY   240109C00407000,60.4500,63.7350,59.3750,61.0400,0,,0.5255675,0.9988405,0.0002579,0.0016897,-0.0125766,-0.0007257
SPY YEZ7J98LBC2U|SPY R735QTJ8XC9X,SPY   240108C00408000,59.4350,62.6100,58.3000,60.1700,1,1,0.6333279,0.9986551,0.0002553,0.0015633,-0.0223045,-0.0006369
SPY YF06ZCLRE38M|SPY R735QTJ8XC9X,SPY   240109C00408000,59.4600,62.7750,58.3750,60.2550,0,,0.5170300,0.9988191,0.0002654,0.0017036,-0.0125052,-0.0007346
SPY YEZ7J98R9O4M|SPY R735QTJ8XC9X,SPY   240108C00409000,58.4400,61.6550,57.3050,59.1900,0,,0.6228974,0.9986334,0.0002629,0.0015723,-0.0220815,-0.0006281
SPY YF06ZCLXCFAE|SPY R735QTJ8XC9X,SPY   240109C00409000,58.4500,61.7950,57.3800,59.2550,0,,0.5085135,0.9987970,0.0002733,0.0017175,-0.0124366,-0.0007292
SPY YEZ7J7JWCN46|SPY R735QTJ8XC9X,SPY   240108C00410000,57.5400,60.6650,56.3050,58.1850,2,1,0.6124924,0.9986110,0.0002710,0.0015815,-0.0218439,-0.0006191
SPY YF06ZAX2FE9Y|SPY R735QTJ8XC9X,SPY   240109C00410000,57.4800,60.7750,56.3700,58.2550,0,,0.5000178,0.9987742,0.0002814,0.0017323,-0.0123604,-0.0007172
SPY YEZ7J9936C86|SPY R735QTJ8XC9X,SPY   240108C00411000,56.4450,59.6550,55.3050,57.1850,1,1,0.6021128,0.9985878,0.0002794,0.0015903,-0.0215896,-0.0006170
SPY YF06ZCM993DY|SPY R735QTJ8XC9X,SPY   240109C00411000,56.4500,59.8050,55.3800,57.0150,0,,0.4915429,0.9987506,0.0002899,0.0017470,-0.0122585,-0.0007270
SPY YEZ7J9994O9Y|SPY R735QTJ8XC9X,SPY   240108C00412000,55.4450,58.6550,54.3100,56.1850,1,1,0.5917585,0.9985640,0.0002883,0.0015994,-0.0213436,-0.0006120
SPY YF06ZCMF7FFQ|SPY R735QTJ8XC9X,SPY   240109C00412000,55.4850,58.7900,54.3800,56.0250,0,,0.5018704,0.9979429,0.0003795,0.0029132,-0.0218174,-0.0009296.0025941
