#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,16.59,16.65,16.45,16.59,523,
DC V5E8P9SH0U0X,DC01H12,16.59,16.65,16.45,16.59,523,
DC V67S42RJBGU9,DC01J12,16.57,16.57,16.46,16.5,147,
DC V70C2SDFJCHT,DC30K12,16.66,16.68,16.56,16.68,63,
DC V8PDSL1WA4G1,DC31M12,16.89,16.89,16.8,16.85,31,
DC V7YSQ26C7R41,DC04M12,17.02,17.2,17.02,17.09,38,
DC V9GYB7AMF8XT,DC28Q12,17.16,17.25,17.12,17.19,38,
DC VAFEYH3J3NK1,DC02U12,17.2,17.26,17.18,17.25,32,
DC VB50KWLX39Q9,DC28V12,17.02,17.1,17.02,17.09,41,
DC VC5G4D55X6O1,DC04X12,16.92,17.02,16.92,17.02,40,
DC VCY032R252BL,DC02Z12,16.95,16.98,16.91,16.97,75,
DC VDOL5LMM7FNL,DC29F13,16.8,16.81,16.8,16.81,2,
DC VEG5O7VCCK5D,DC26G13,16.37,16.39,16.25,16.375,0,
DC VFEMBHO90YRL,DC02H13,16.42,16.43,16.415,16.415,0,
DC VH4NHDPVUHVL,DC04K13,16.43,16.43,16.405,16.405,0,
DC VHW7ZZYLZMDD,DC02M13,16.325,16.325,16.325,16.325,0,
DC VINSIM7C4QV5,DC30N13,16.375,16.375,16.35,16.35,0,
