#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V9GYB7AMF8XT,DC28Q12,17.6,17.66,17.6,17.65,67,
DC VAFEYH3J3NK1,DC02U12,18.87,19.25,18.87,19.2,276,
DC VB50KWLX39Q9,DC28V12,19.37,19.71,19.37,19.7,182,
DC VC5G4D55X6O1,DC04X12,19.29,19.71,19.29,19.61,181,
DC VCY032R252BL,DC02Z12,19.29,19.68,19.29,19.55,126,
DC VDOL5LMM7FNL,DC29F13,19.12,19.25,19.1,19.2,41,
DC VEG5O7VCCK5D,DC26G13,18.78,18.95,18.71,18.95,26,
DC VFEMBHO90YRL,DC02H13,18.64,18.85,18.6,18.79,43,
DC VH4NHDPVUHVL,DC04K13,18.65,18.81,18.65,18.8,21,
DC VHW7ZZYLZMDD,DC02M13,18.6,18.8,18.6,18.7,25,
DC VINSIM7C4QV5,DC30N13,18.65,18.75,18.65,18.75,7,
