#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V70C2SDFJCHT,DC30K12,15.24,15.29,15.18,15.21,121,
DC V8PDSL1WA4G1,DC31M12,14.5,14.61,14.37,14.42,266,
DC V7YSQ26C7R41,DC04M12,14.52,14.58,14.4,14.51,144,
DC V9GYB7AMF8XT,DC28Q12,14.89,14.94,14.75,14.82,31,
DC VAFEYH3J3NK1,DC02U12,15.37,15.4,15.35,15.35,30,
DC VB50KWLX39Q9,DC28V12,15.51,15.51,15.45,15.51,23,
DC VC5G4D55X6O1,DC04X12,15.55,15.55,15.47,15.54,11,
DC VCY032R252BL,DC02Z12,15.46,15.5,15.46,15.5,8,
DC VDOL5LMM7FNL,DC29F13,15.405,15.55,15.225,15.515,0,
DC VEG5O7VCCK5D,DC26G13,15.44,15.44,15.44,15.44,1,
DC VFEMBHO90YRL,DC02H13,15.75,15.75,15.68,15.68,5,
DC VH4NHDPVUHVL,DC04K13,15.72,15.72,15.72,15.72,6,
DC VHW7ZZYLZMDD,DC02M13,15.615,15.765,15.36,15.58,0,
DC VINSIM7C4QV5,DC30N13,15.75,15.815,15.75,15.75,0,
