#symbol_id,symbol_value,open,high,low,close,volume,open_interest
DC V5E8P9SH0U0X,DC01H12,15.51,15.54,15.25,15.35,216,
DC V5E8P9SH0U0X,DC01H12,15.51,15.54,15.25,15.35,216,
DC V67S42RJBGU9,DC01J12,15.58,15.59,14.85,14.93,592,
DC V70C2SDFJCHT,DC30K12,15.48,15.49,14.8,14.96,297,
DC V8PDSL1WA4G1,DC31M12,15.83,15.83,15.27,15.46,164,
DC V7YSQ26C7R41,DC04M12,16.15,16.15,15.75,15.91,36,
DC V9GYB7AMF8XT,DC28Q12,16.35,16.35,16.2,16.22,31,
DC VAFEYH3J3NK1,DC02U12,16.41,16.41,16.3,16.32,19,
DC VB50KWLX39Q9,DC28V12,16.36,16.4,16.3,16.37,35,
DC VC5G4D55X6O1,DC04X12,16.28,16.28,16.21,16.24,20,
DC VCY032R252BL,DC02Z12,16.18,16.18,16.15,16.16,16,
DC VDOL5LMM7FNL,DC29F13,15.96,15.96,15.96,15.96,1,
DC VEG5O7VCCK5D,DC26G13,15.96,15.96,15.96,15.96,1,
DC VFEMBHO90YRL,DC02H13,15.85,15.85,15.85,15.85,3,
DC VH4NHDPVUHVL,DC04K13,15.95,15.95,15.95,15.95,0,
DC VHW7ZZYLZMDD,DC02M13,16.15,16.15,16.15,16.15,1,
DC VINSIM7C4QV5,DC30N13,0,0,0,0,0,
