#expiry,open,high,low,close,volume,open_interest
20131029,1326.3,1330,1321.5,1321.5,40,328
20131126,1323.8,1328.7,1319.3,1319.3,50,149
20131227,1323.7,1330.8,1318,1319.6,59294,221210
20140226,1325,1330.8,1318.9,1320.3,2680,38782
20140428,1330,1331,1320.5,1321.2,3555,22464
20140626,1329.1,1331.1,1324,1324,128,18910
20140827,1332.6,1333.1,1328,1328.2,189,7333
20141029,1326.2,1326.2,1326.2,1326.2,0,3988
20141229,1334.5,1334.5,1327,1327,92,16243
20150225,1330.3,1337.6,1325.1,1326.5,0,1821
20150428,1331.3,1338.9,1326.25,1327.65,0,870
20150626,1339.1,1339.1,1335.2,1339,78,9570
20150827,1334.65,1342.0,1329.25,1330.65,0,300
20151229,1345.5,1345.5,1338.6,1341.8,41,13159
20160628,1335.8,1335.8,1335.8,1335.8,0,1796
20161228,1360.4,1367.8,1355.5,1356.9,0,5237
20170628,1375.0,1386.7,1370.35,1375.45,0,1405
20171227,1396.8,1405.95,1393.35,1394.75,0,6641
20180627,1426.35,1433.6,1420.95,1422.35,0,167
20181227,1450.7,1457.95,1445.3,1446.7,0,33
20190626,1463.45,1470.7,1458.05,1459.45,0,
