#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VTER7CYO78V1,GC27Q14,1286.5,1288.6,1280.6,1282,3049,
GC VV4SD90B0RZ1,GC29V14,1287.2,1289.4,1280.6,1283.3,4081,
GC VWSUMYBLOSRH,GC29Z14,1288.4,1290.4,1281.3,1283.8,67832,
GC VYDYKDJE4K2L,GC25G15,1288.8,1289.6,1283.2,1286.5,255,
GC W030A67UVC0T,GC28J15,1289.1,1290.8,1283.7,1285.7,55,
GC W1P3NOSTDUHP,GC26M15,1291.2,1291.2,1285.6,1287.8,9,
GC W3E5DHHA4MFX,GC27Q15,1292.2,1292.2,1286.8,1286.8,2,
GC W6S8T2U7M6CD,GC29Z15,1289.5,1289.5,1288.3,1288.3,28,
GC WBRG63EXJHJX,GC28M16,1299.9,1300,1299.9,1300,50,
GC WGRMZ7CTJJX9,GC28Z16,1308.8,1308.8,1308.8,1308.8,50,
GC WLQUC7XJGV4T,GC28M17,1327.9,1330.0,1315.9,1318.2,0,
GC WQQ1P8I9E6CD,GC27Z17,1341.4,1343.6,1341.4,1343.6,0,
GC WVP9292ZBHJX,GC27M18,1361.05,1361.05,1341.4,1343.7,0,
GC X0PFVD0VBJX9,GC27Z18,1375.6,1375.6,1346.25,1355.7,0,
GC X5NNSA8F63Z1,GC26M19,1395.4,1395.4,1374.45,1380.4,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
