#symbol_id,symbol_value,open,high,low,close,volume,open_interest
GC VOFJUCDY9XNH,GC26G14,1229.6,1239.6,1228.9,1236.2,46998,
GC VQ3M41P8XYFX,GC28J14,1230.6,1240.4,1230.2,1236.9,2769,
GC VRPPHKA7GGWT,GC26M14,1231.1,1240.7,1231.1,1237.8,1187,
GC VTER7CYO78V1,GC27Q14,1231.8,1241.4,1231.8,1238.8,161,
GC VV4SD90B0RZ1,GC29V14,1238.9,1242.1,1237.8,1239,18,
GC VWSUMYBLOSRH,GC29Z14,1234,1242.2,1234,1239.6,137,
GC VYDYKDJE4K2L,GC25G15,1228.05,1244.1,1228.05,1240.75,0,
GC W030A67UVC0T,GC28J15,1229.15,1245.15,1229.15,1241.85,0,
GC W1P3NOSTDUHP,GC26M15,1243.2,1245.6,1243.2,1245.6,15,
GC W3E5DHHA4MFX,GC27Q15,1230.65,1246.45,1230.65,1243.1,0,
GC W6S8T2U7M6CD,GC29Z15,1247.2,1249.1,1247,1248.2,28,
GC WBRG63EXJHJX,GC28M16,1244,1244,1244,1244,0,
GC WGRMZ7CTJJX9,GC28Z16,1253.2,1271.75,1253.2,1268.35,0,
GC WLQUC7XJGV4T,GC28M17,1261.85,1282.6,1261.85,1279.25,0,
GC WQQ1P8I9E6CD,GC27Z17,1267.2,1267.2,1267.2,1267.2,0,
GC WVP9292ZBHJX,GC27M18,1298.55,1315.75,1298.55,1312.4,0,
GC X0PFVD0VBJX9,GC27Z18,1312.7,1312.7,1312.7,1312.7,0,
GC X5NNSA8F63Z1,GC26M19,1351.9,1367.7,1351.9,1364.45,0,
GC XD6FPZTU7L3X,GC27H20,0,0,0,0,0,
GC XE1Y0ZJ8NQ8T,GC28J20,0,0,0,0,0,
